CUPS;Fecha;Hora;AE_kWh;AS_KWh;AE_AUTOCONS_kWh;REAL/ESTIMADO
PRUEBA;02/08/2025;20;0,007;0;;R
PRUEBA;02/08/2025;21;0,286;0;;R
PRUEBA;02/08/2025;22;0,211;0;;R
PRUEBA;02/08/2025;23;0,179;0;;R
PRUEBA;02/08/2025;24;0,261;0;;R
PRUEBA;03/08/2025;1;0,242;0;;R
PRUEBA;03/08/2025;2;0,205;0;;R
PRUEBA;03/08/2025;3;0,207;0;;R
PRUEBA;03/08/2025;4;0,211;0;;R
PRUEBA;03/08/2025;5;0,2;0;;R
PRUEBA;03/08/2025;6;0,221;0;;R
PRUEBA;03/08/2025;7;0,188;0;;R
PRUEBA;03/08/2025;8;0,206;0;;R
PRUEBA;03/08/2025;9;0,001;0;;R
PRUEBA;03/08/2025;10;0;0,248;;R
PRUEBA;03/08/2025;11;0,179;0;;R
PRUEBA;03/08/2025;12;0;1,529;;R
PRUEBA;03/08/2025;13;0;1,772;;R
PRUEBA;03/08/2025;14;0;2,079;;R
PRUEBA;03/08/2025;15;0;1,249;;R
PRUEBA;03/08/2025;16;0;0,942;;R
PRUEBA;03/08/2025;17;0;0,726;;R
PRUEBA;03/08/2025;18;0;0,26;;R
PRUEBA;03/08/2025;19;0;0,522;;R
PRUEBA;03/08/2025;20;0,218;0;;R
PRUEBA;03/08/2025;21;1,206;0;;R
PRUEBA;03/08/2025;22;0,978;0;;R
PRUEBA;03/08/2025;23;0,382;0;;R
PRUEBA;03/08/2025;24;0,407;0;;R
PRUEBA;04/08/2025;1;0,272;0;;R
PRUEBA;04/08/2025;2;0,209;0;;R
PRUEBA;04/08/2025;3;0,177;0;;R
PRUEBA;04/08/2025;4;0,208;0;;R
PRUEBA;04/08/2025;5;0,192;0;;R
PRUEBA;04/08/2025;6;0,191;0;;R
PRUEBA;04/08/2025;7;0,201;0;;R
PRUEBA;04/08/2025;8;0,168;0;;R
PRUEBA;04/08/2025;9;0,184;0;;R
PRUEBA;04/08/2025;10;0;0,19;;R
PRUEBA;04/08/2025;11;0;0,676;;R
PRUEBA;04/08/2025;12;0;1,239;;R
PRUEBA;04/08/2025;13;0;1,646;;R
PRUEBA;04/08/2025;14;0;1,792;;R
PRUEBA;04/08/2025;15;0;1,045;;R
PRUEBA;04/08/2025;16;0;1,145;;R
PRUEBA;04/08/2025;17;0;0,985;;R
PRUEBA;04/08/2025;18;0;0,515;;R
PRUEBA;04/08/2025;19;0;0,053;;R
PRUEBA;04/08/2025;20;0,428;0;;R
PRUEBA;04/08/2025;21;0,557;0;;R
PRUEBA;04/08/2025;22;0,947;0;;R
PRUEBA;04/08/2025;23;0,428;0;;R
PRUEBA;04/08/2025;24;0,387;0;;R
PRUEBA;05/08/2025;1;0,353;0;;R
PRUEBA;05/08/2025;2;0,233;0;;R
PRUEBA;05/08/2025;3;0,217;0;;R
PRUEBA;05/08/2025;4;0,239;0;;R
PRUEBA;05/08/2025;5;0,2;0;;R
PRUEBA;05/08/2025;6;0,234;0;;R
PRUEBA;05/08/2025;7;0,204;0;;R
PRUEBA;05/08/2025;8;0,217;0;;R
PRUEBA;05/08/2025;9;0,019;0;;R
PRUEBA;05/08/2025;10;0;0,219;;R
PRUEBA;05/08/2025;11;0;0,508;;R
PRUEBA;05/08/2025;12;0;0,82;;R
PRUEBA;05/08/2025;13;0;1,642;;R
PRUEBA;05/08/2025;14;0;1,771;;R
PRUEBA;05/08/2025;15;0;1,961;;R
PRUEBA;05/08/2025;16;0;1,802;;R
PRUEBA;05/08/2025;17;0;1,562;;R
PRUEBA;05/08/2025;18;0;1,12;;R
PRUEBA;05/08/2025;19;0;0,034;;R
PRUEBA;05/08/2025;20;0,074;0;;R
PRUEBA;05/08/2025;21;0,31;0;;R
PRUEBA;05/08/2025;22;0,257;0;;R
PRUEBA;05/08/2025;23;1,047;0;;R
PRUEBA;05/08/2025;24;0,43;0;;R
PRUEBA;06/08/2025;1;0,472;0;;R
PRUEBA;06/08/2025;2;0,331;0;;R
PRUEBA;06/08/2025;3;0,291;0;;R
PRUEBA;06/08/2025;4;0,291;0;;R
PRUEBA;06/08/2025;5;0,308;0;;R
PRUEBA;06/08/2025;6;0,32;0;;R
PRUEBA;06/08/2025;7;0,264;0;;R
PRUEBA;06/08/2025;8;0,278;0;;R
PRUEBA;06/08/2025;9;0,106;0;;R
PRUEBA;06/08/2025;10;0;0,171;;R
PRUEBA;06/08/2025;11;0;0,904;;R
PRUEBA;06/08/2025;12;0;1,275;;R
PRUEBA;06/08/2025;13;0;1,239;;R
PRUEBA;06/08/2025;14;0;1,715;;R
PRUEBA;06/08/2025;15;0;1,768;;R
PRUEBA;06/08/2025;16;0;0,868;;R
PRUEBA;06/08/2025;17;0;0,506;;R
PRUEBA;06/08/2025;18;0;0,169;;R
PRUEBA;06/08/2025;19;0,224;0;;R
PRUEBA;06/08/2025;20;0,005;0;;R
PRUEBA;06/08/2025;21;0,235;0;;R
PRUEBA;06/08/2025;22;0,306;0;;R
PRUEBA;06/08/2025;23;0,586;0;;R
PRUEBA;06/08/2025;24;0,397;0;;R
PRUEBA;07/08/2025;1;0,405;0;;R
PRUEBA;07/08/2025;2;0,364;0;;R
PRUEBA;07/08/2025;3;0,323;0;;R
PRUEBA;07/08/2025;4;0,321;0;;R
PRUEBA;07/08/2025;5;0,291;0;;R
PRUEBA;07/08/2025;6;0,269;0;;R
PRUEBA;07/08/2025;7;0,301;0;;R
PRUEBA;07/08/2025;8;0,307;0;;R
PRUEBA;07/08/2025;9;0,092;0;;R
PRUEBA;07/08/2025;10;0;0,061;;R
PRUEBA;07/08/2025;11;0;0,66;;R
PRUEBA;07/08/2025;12;0;1,181;;R
PRUEBA;07/08/2025;13;0;1,353;;R
PRUEBA;07/08/2025;14;0;1,421;;R
PRUEBA;07/08/2025;15;0;0,109;;R
PRUEBA;07/08/2025;16;0;1,22;;R
PRUEBA;07/08/2025;17;0;0,948;;R
PRUEBA;07/08/2025;18;0;0,52;;R
PRUEBA;07/08/2025;19;0;0,081;;R
PRUEBA;07/08/2025;20;0,257;0;;R
PRUEBA;07/08/2025;21;1,028;0;;R
PRUEBA;07/08/2025;22;0,907;0;;R
PRUEBA;07/08/2025;23;0,414;0;;R
PRUEBA;07/08/2025;24;0,339;0;;R
PRUEBA;08/08/2025;1;0,368;0;;R
PRUEBA;08/08/2025;2;0,35;0;;R
PRUEBA;08/08/2025;3;0,294;0;;R
PRUEBA;08/08/2025;4;0,318;0;;R
PRUEBA;08/08/2025;5;0,303;0;;R
PRUEBA;08/08/2025;6;0,291;0;;R
PRUEBA;08/08/2025;7;0,312;0;;R
PRUEBA;08/08/2025;8;0,265;0;;R
PRUEBA;08/08/2025;9;0,168;0;;R
PRUEBA;08/08/2025;10;0;0,265;;R
PRUEBA;08/08/2025;11;0;0,708;;R
PRUEBA;08/08/2025;12;0;1,187;;R
PRUEBA;08/08/2025;13;0;1,817;;R
PRUEBA;08/08/2025;14;0;0,913;;R
PRUEBA;08/08/2025;15;0;0,057;;R
PRUEBA;08/08/2025;16;0;0,841;;R
PRUEBA;08/08/2025;17;0;0,581;;R
PRUEBA;08/08/2025;18;0;0,01;;R
PRUEBA;08/08/2025;19;0;0,415;;R
PRUEBA;08/08/2025;20;0,228;0;;R
PRUEBA;08/08/2025;21;0,86;0;;R
PRUEBA;08/08/2025;22;1,337;0;;R
PRUEBA;08/08/2025;23;0,411;0;;R
PRUEBA;08/08/2025;24;0,355;0;;R
PRUEBA;09/08/2025;1;0,362;0;;R
PRUEBA;09/08/2025;2;0,321;0;;R
PRUEBA;09/08/2025;3;0,316;0;;R
PRUEBA;09/08/2025;4;0,277;0;;R
PRUEBA;09/08/2025;5;0,259;0;;R
PRUEBA;09/08/2025;6;0,289;0;;R
PRUEBA;09/08/2025;7;0,271;0;;R
PRUEBA;09/08/2025;8;0,259;0;;R
PRUEBA;09/08/2025;9;0,112;0;;R
PRUEBA;09/08/2025;10;0;0,206;;R
PRUEBA;09/08/2025;11;0;0,571;;R
PRUEBA;09/08/2025;12;0;1,418;;R
PRUEBA;09/08/2025;13;0;1,883;;R
PRUEBA;09/08/2025;14;0;1,585;;R
PRUEBA;09/08/2025;15;0;1,071;;R
PRUEBA;09/08/2025;16;0;1,603;;R
PRUEBA;09/08/2025;17;0;1,675;;R
PRUEBA;09/08/2025;18;0;1,218;;R
PRUEBA;09/08/2025;19;0;0,449;;R
PRUEBA;09/08/2025;20;0,136;0;;R
PRUEBA;09/08/2025;21;0,35;0;;R
PRUEBA;09/08/2025;22;0,294;0;;R
PRUEBA;09/08/2025;23;0,45;0;;R
PRUEBA;09/08/2025;24;0,43;0;;R
PRUEBA;10/08/2025;1;0,402;0;;R
PRUEBA;10/08/2025;2;0,28;0;;R
PRUEBA;10/08/2025;3;0,219;0;;R
PRUEBA;10/08/2025;4;0,281;0;;R
PRUEBA;10/08/2025;5;0,232;0;;R
PRUEBA;10/08/2025;6;0,26;0;;R
PRUEBA;10/08/2025;7;0,239;0;;R
PRUEBA;10/08/2025;8;0,229;0;;R
PRUEBA;10/08/2025;9;0,217;0;;R
PRUEBA;10/08/2025;10;0;0,306;;R
PRUEBA;10/08/2025;11;0;0,821;;R
PRUEBA;10/08/2025;12;0;1,428;;R
PRUEBA;10/08/2025;13;0;1,215;;R
PRUEBA;10/08/2025;14;0;1,514;;R
PRUEBA;10/08/2025;15;0;1,003;;R
PRUEBA;10/08/2025;16;0;1,571;;R
PRUEBA;10/08/2025;17;0;1,475;;R
PRUEBA;10/08/2025;18;0;1,07;;R
PRUEBA;10/08/2025;19;0;0,478;;R
PRUEBA;10/08/2025;20;0,202;0;;R
PRUEBA;10/08/2025;21;0,44;0;;R
PRUEBA;10/08/2025;22;0,471;0;;R
PRUEBA;10/08/2025;23;0,463;0;;R
PRUEBA;10/08/2025;24;0,386;0;;R
PRUEBA;11/08/2025;1;0,4;0;;R
PRUEBA;11/08/2025;2;0,358;0;;R
PRUEBA;11/08/2025;3;0,352;0;;R
PRUEBA;11/08/2025;4;0,318;0;;R
PRUEBA;11/08/2025;5;0,282;0;;R
PRUEBA;11/08/2025;6;0,273;0;;R
PRUEBA;11/08/2025;7;0,263;0;;R
PRUEBA;11/08/2025;8;0,219;0;;R
PRUEBA;11/08/2025;9;0,133;0;;R
PRUEBA;11/08/2025;10;0;0,276;;R
PRUEBA;11/08/2025;11;0;0,919;;R
PRUEBA;11/08/2025;12;0;1,582;;R
PRUEBA;11/08/2025;13;0;1,933;;R
PRUEBA;11/08/2025;14;0;1,917;;R
PRUEBA;11/08/2025;15;0;1,979;;R
PRUEBA;11/08/2025;16;0;1,839;;R
PRUEBA;11/08/2025;17;0;1,691;;R
PRUEBA;11/08/2025;18;0;1,212;;R
PRUEBA;11/08/2025;19;0;0,521;;R
PRUEBA;11/08/2025;20;0,146;0;;R
PRUEBA;11/08/2025;21;0,329;0;;R
PRUEBA;11/08/2025;22;0,212;0;;R
PRUEBA;11/08/2025;23;0,377;0;;R
PRUEBA;11/08/2025;24;0,61;0;;R
PRUEBA;12/08/2025;1;0,559;0;;R
PRUEBA;12/08/2025;2;0,635;0;;R
PRUEBA;12/08/2025;3;0,602;0;;R
PRUEBA;12/08/2025;4;0,577;0;;R
PRUEBA;12/08/2025;5;0,246;0;;R
PRUEBA;12/08/2025;6;0,276;0;;R
PRUEBA;12/08/2025;7;0,223;0;;R
PRUEBA;12/08/2025;8;0,275;0;;R
PRUEBA;12/08/2025;9;0,153;0;;R
PRUEBA;12/08/2025;10;0;0,299;;R
PRUEBA;12/08/2025;11;0;0,56;;R
PRUEBA;12/08/2025;12;0;1,085;;R
PRUEBA;12/08/2025;13;0;1,224;;R
PRUEBA;12/08/2025;14;0;1,86;;R
PRUEBA;12/08/2025;15;0;1,607;;R
PRUEBA;12/08/2025;16;0;0,756;;R
PRUEBA;12/08/2025;17;0;0,995;;R
PRUEBA;12/08/2025;18;0;0,493;;R
PRUEBA;12/08/2025;19;0;0,21;;R
PRUEBA;12/08/2025;20;0,197;0;;R
PRUEBA;12/08/2025;21;0,578;0;;R
PRUEBA;12/08/2025;22;0,321;0;;R
PRUEBA;12/08/2025;23;0,431;0;;R
PRUEBA;12/08/2025;24;0,39;0;;R
PRUEBA;13/08/2025;1;0,344;0;;R
PRUEBA;13/08/2025;2;0,622;0;;R
PRUEBA;13/08/2025;3;0,617;0;;R
PRUEBA;13/08/2025;4;0,658;0;;R
PRUEBA;13/08/2025;5;0,222;0;;R
PRUEBA;13/08/2025;6;0,216;0;;R
PRUEBA;13/08/2025;7;0,244;0;;R
PRUEBA;13/08/2025;8;0,217;0;;R
PRUEBA;13/08/2025;9;0,266;0;;R
PRUEBA;13/08/2025;10;0;0,132;;R
PRUEBA;13/08/2025;11;0;0,926;;R
PRUEBA;13/08/2025;12;0;1,566;;R
PRUEBA;13/08/2025;13;0;1,926;;R
PRUEBA;13/08/2025;14;0;1,745;;R
PRUEBA;13/08/2025;15;0;1,368;;R
PRUEBA;13/08/2025;16;0;1,251;;R
PRUEBA;13/08/2025;17;0;0,906;;R
PRUEBA;13/08/2025;18;0;0,503;;R
PRUEBA;13/08/2025;19;0,085;0;;R
PRUEBA;13/08/2025;20;0,277;0;;R
PRUEBA;13/08/2025;21;0,599;0;;R
PRUEBA;13/08/2025;22;0,581;0;;R
PRUEBA;13/08/2025;23;1,02;0;;R
PRUEBA;13/08/2025;24;0,461;0;;R
PRUEBA;14/08/2025;1;0,415;0;;R
PRUEBA;14/08/2025;2;0,343;0;;R
PRUEBA;14/08/2025;3;0,312;0;;R
PRUEBA;14/08/2025;4;0,244;0;;R
PRUEBA;14/08/2025;5;0,276;0;;R
PRUEBA;14/08/2025;6;0,295;0;;R
PRUEBA;14/08/2025;7;0,244;0;;R
PRUEBA;14/08/2025;8;0,276;0;;R
PRUEBA;14/08/2025;9;0,25;0;;R
PRUEBA;14/08/2025;10;0;0,174;;R
PRUEBA;14/08/2025;11;0;0,986;;R
PRUEBA;14/08/2025;12;0;1,453;;R
PRUEBA;14/08/2025;13;0;1,724;;R
PRUEBA;14/08/2025;14;0;1,951;;R
PRUEBA;14/08/2025;15;0;1,267;;R
PRUEBA;14/08/2025;16;0;1,61;;R
PRUEBA;14/08/2025;17;0;1,646;;R
PRUEBA;14/08/2025;18;0;1,232;;R
PRUEBA;14/08/2025;19;0;0,552;;R
PRUEBA;14/08/2025;20;0,196;0;;R
PRUEBA;14/08/2025;21;0,264;0;;R
PRUEBA;14/08/2025;22;0,232;0;;R
PRUEBA;14/08/2025;23;0,247;0;;R
PRUEBA;14/08/2025;24;0,323;0;;R
PRUEBA;15/08/2025;1;0,401;0;;R
PRUEBA;15/08/2025;2;0,937;0;;R
PRUEBA;15/08/2025;3;0,686;0;;R
PRUEBA;15/08/2025;4;0,301;0;;R
PRUEBA;15/08/2025;5;0,282;0;;R
PRUEBA;15/08/2025;6;0,271;0;;R
PRUEBA;15/08/2025;7;0,265;0;;R
PRUEBA;15/08/2025;8;0,275;0;;R
PRUEBA;15/08/2025;9;0,124;0;;R
PRUEBA;15/08/2025;10;0;0,391;;R
PRUEBA;15/08/2025;11;0;0,862;;R
PRUEBA;15/08/2025;12;0;1,277;;R
PRUEBA;15/08/2025;13;0;1,399;;R
PRUEBA;15/08/2025;14;0;1,92;;R
PRUEBA;15/08/2025;15;0;0,514;;R
PRUEBA;15/08/2025;16;0;0,53;;R
PRUEBA;15/08/2025;17;0;0,969;;R
PRUEBA;15/08/2025;18;0;0,561;;R
PRUEBA;15/08/2025;19;0,158;0;;R
PRUEBA;15/08/2025;20;0,833;0;;R
PRUEBA;15/08/2025;21;1,481;0;;R
PRUEBA;15/08/2025;22;1,454;0;;R
PRUEBA;15/08/2025;23;0,544;0;;R
PRUEBA;15/08/2025;24;0,393;0;;R
PRUEBA;16/08/2025;1;0,349;0;;R
PRUEBA;16/08/2025;2;0,371;0;;R
PRUEBA;16/08/2025;3;0,297;0;;R
PRUEBA;16/08/2025;4;0,287;0;;R
PRUEBA;16/08/2025;5;0,25;0;;R
PRUEBA;16/08/2025;6;0,223;0;;R
PRUEBA;16/08/2025;7;0,252;0;;R
PRUEBA;16/08/2025;8;0,22;0;;R
PRUEBA;16/08/2025;9;0,16;0;;R
PRUEBA;16/08/2025;10;0;0,12;;R
PRUEBA;16/08/2025;11;0;0,784;;R
PRUEBA;16/08/2025;12;0;0,823;;R
PRUEBA;16/08/2025;13;0;1,448;;R
PRUEBA;16/08/2025;14;0;1,885;;R
PRUEBA;16/08/2025;15;0;1,901;;R
PRUEBA;16/08/2025;16;0;1,136;;R
PRUEBA;16/08/2025;17;0;0,892;;R
PRUEBA;16/08/2025;18;0;0,493;;R
PRUEBA;16/08/2025;19;0,351;0;;R
PRUEBA;16/08/2025;20;1,191;0;;R
PRUEBA;16/08/2025;21;0,598;0;;R
PRUEBA;16/08/2025;22;0,574;0;;R
PRUEBA;16/08/2025;23;0,283;0;;R
PRUEBA;16/08/2025;24;0,376;0;;R
PRUEBA;17/08/2025;1;0,386;0;;R
PRUEBA;17/08/2025;2;0,274;0;;R
PRUEBA;17/08/2025;3;0,263;0;;R
PRUEBA;17/08/2025;4;0,212;0;;R
PRUEBA;17/08/2025;5;0,256;0;;R
PRUEBA;17/08/2025;6;0,268;0;;R
PRUEBA;17/08/2025;7;0,27;0;;R
PRUEBA;17/08/2025;8;0,228;0;;R
PRUEBA;17/08/2025;9;0,084;0;;R
PRUEBA;17/08/2025;10;0;0,334;;R
PRUEBA;17/08/2025;11;0;0,657;;R
PRUEBA;17/08/2025;12;0;0,966;;R
PRUEBA;17/08/2025;13;0;1,544;;R
PRUEBA;17/08/2025;14;0;0,495;;R
PRUEBA;17/08/2025;15;0;0,859;;R
PRUEBA;17/08/2025;16;0;1,152;;R
PRUEBA;17/08/2025;17;0;0,842;;R
PRUEBA;17/08/2025;18;0;0,208;;R
PRUEBA;17/08/2025;19;0,58;0;;R
PRUEBA;17/08/2025;20;1,728;0;;R
PRUEBA;17/08/2025;21;0,301;0;;R
PRUEBA;17/08/2025;22;0,508;0;;R
PRUEBA;17/08/2025;23;1,081;0;;R
PRUEBA;17/08/2025;24;0,752;0;;R
PRUEBA;18/08/2025;1;0,556;0;;R
PRUEBA;18/08/2025;2;0,521;0;;R
PRUEBA;18/08/2025;3;0,522;0;;R
PRUEBA;18/08/2025;4;0,5;0;;R
PRUEBA;18/08/2025;5;0,491;0;;R
PRUEBA;18/08/2025;6;0,497;0;;R
PRUEBA;18/08/2025;7;0,495;0;;R
PRUEBA;18/08/2025;8;0,599;0;;R
PRUEBA;18/08/2025;9;0,265;0;;R
PRUEBA;18/08/2025;10;0,158;0;;R
PRUEBA;18/08/2025;11;0;0,624;;R
PRUEBA;18/08/2025;12;0;0,975;;R
PRUEBA;18/08/2025;13;0;1,718;;R
PRUEBA;18/08/2025;14;0;1,311;;R
PRUEBA;18/08/2025;15;0;1,474;;R
PRUEBA;18/08/2025;16;0;1,656;;R
PRUEBA;18/08/2025;17;0;1,139;;R
PRUEBA;18/08/2025;18;0;0,655;;R
PRUEBA;18/08/2025;19;0;0,289;;R
PRUEBA;18/08/2025;20;0,291;0;;R
PRUEBA;18/08/2025;21;0,25;0;;R
PRUEBA;18/08/2025;22;0,901;0;;R
PRUEBA;18/08/2025;23;1,026;0;;R
PRUEBA;18/08/2025;24;0,694;0;;R
PRUEBA;19/08/2025;1;0,573;0;;R
PRUEBA;19/08/2025;2;0,504;0;;R
PRUEBA;19/08/2025;3;0,511;0;;R
PRUEBA;19/08/2025;4;0,498;0;;R
PRUEBA;19/08/2025;5;0,496;0;;R
PRUEBA;19/08/2025;6;0,486;0;;R
PRUEBA;19/08/2025;7;0,486;0;;R
PRUEBA;19/08/2025;8;0,413;0;;R
PRUEBA;19/08/2025;9;0,201;0;;R
PRUEBA;19/08/2025;10;0;0,345;;R
PRUEBA;19/08/2025;11;0;1,063;;R
PRUEBA;19/08/2025;12;0;1,545;;R
PRUEBA;19/08/2025;13;0;2,029;;R
PRUEBA;19/08/2025;14;0;2,234;;R
PRUEBA;19/08/2025;15;0;1,703;;R
PRUEBA;19/08/2025;16;0;1,739;;R
PRUEBA;19/08/2025;17;0;1,415;;R
PRUEBA;19/08/2025;18;0;0,757;;R
PRUEBA;19/08/2025;19;0;0,325;;R
PRUEBA;19/08/2025;20;0,106;0;;R
PRUEBA;19/08/2025;21;0,243;0;;R
PRUEBA;19/08/2025;22;0,674;0;;R
PRUEBA;19/08/2025;23;1,31;0;;R
PRUEBA;19/08/2025;24;0,828;0;;R
PRUEBA;20/08/2025;1;0,735;0;;R
PRUEBA;20/08/2025;2;0,523;0;;R
PRUEBA;20/08/2025;3;0,557;0;;R
PRUEBA;20/08/2025;4;0,507;0;;R
PRUEBA;20/08/2025;5;0,52;0;;R
PRUEBA;20/08/2025;6;0,488;0;;R
PRUEBA;20/08/2025;7;0,501;0;;R
PRUEBA;20/08/2025;8;0,441;0;;R
PRUEBA;20/08/2025;9;0,271;0;;R
PRUEBA;20/08/2025;10;0;0,384;;R
PRUEBA;20/08/2025;11;0;0,918;;R
PRUEBA;20/08/2025;12;0;1,584;;R
PRUEBA;20/08/2025;13;0;1,645;;R
PRUEBA;20/08/2025;14;0;2,296;;R
PRUEBA;20/08/2025;15;0;0,814;;R
PRUEBA;20/08/2025;16;0;1,276;;R
PRUEBA;20/08/2025;17;0;1,1;;R
PRUEBA;20/08/2025;18;0;0,517;;R
PRUEBA;20/08/2025;19;0,049;0;;R
PRUEBA;20/08/2025;20;0,475;0;;R
PRUEBA;20/08/2025;21;0,56;0;;R
PRUEBA;20/08/2025;22;0,352;0;;R
PRUEBA;20/08/2025;23;0,545;0;;R
PRUEBA;20/08/2025;24;0,941;0;;R
PRUEBA;21/08/2025;1;0,556;0;;R
PRUEBA;21/08/2025;2;0,511;0;;R
PRUEBA;21/08/2025;3;0,49;0;;R
PRUEBA;21/08/2025;4;0,492;0;;R
PRUEBA;21/08/2025;5;0,496;0;;R
PRUEBA;21/08/2025;6;0,482;0;;R
PRUEBA;21/08/2025;7;0,49;0;;R
PRUEBA;21/08/2025;8;0,533;0;;R
PRUEBA;21/08/2025;9;0,369;0;;R
PRUEBA;21/08/2025;10;0;0,14;;R
PRUEBA;21/08/2025;11;0;0,876;;R
PRUEBA;21/08/2025;12;0;1,386;;R
PRUEBA;21/08/2025;13;0;1,388;;R
PRUEBA;21/08/2025;14;0;1,718;;R
PRUEBA;21/08/2025;15;0;0,339;;R
PRUEBA;21/08/2025;16;0;1,067;;R
PRUEBA;21/08/2025;17;0;0,927;;R
PRUEBA;21/08/2025;18;0;0,294;;R
PRUEBA;21/08/2025;19;0,47;0;;R
PRUEBA;21/08/2025;20;0,339;0;;R
PRUEBA;21/08/2025;21;0,813;0;;R
PRUEBA;21/08/2025;22;1,142;0;;R
PRUEBA;21/08/2025;23;0,428;0;;R
PRUEBA;21/08/2025;24;0,405;0;;R
PRUEBA;22/08/2025;1;0,415;0;;R
PRUEBA;22/08/2025;2;0,31;0;;R
PRUEBA;22/08/2025;3;0,226;0;;R
PRUEBA;22/08/2025;4;0,238;0;;R
PRUEBA;22/08/2025;5;0,263;0;;R
PRUEBA;22/08/2025;6;0,248;0;;R
PRUEBA;22/08/2025;7;0,222;0;;R
PRUEBA;22/08/2025;8;0,278;0;;R
PRUEBA;22/08/2025;9;0,267;0;;R
PRUEBA;22/08/2025;10;0,357;0;;R
PRUEBA;22/08/2025;11;0;0,224;;R
PRUEBA;22/08/2025;12;0;0,524;;R
PRUEBA;22/08/2025;13;0;1,842;;R
PRUEBA;22/08/2025;14;0;2,09;;R
PRUEBA;22/08/2025;15;0;1,758;;R
PRUEBA;22/08/2025;16;0;1,842;;R
PRUEBA;22/08/2025;17;0;1,683;;R
PRUEBA;22/08/2025;18;0;1,191;;R
PRUEBA;22/08/2025;19;0;0,434;;R
PRUEBA;22/08/2025;20;0,107;0;;R
PRUEBA;22/08/2025;21;0,264;0;;R
PRUEBA;22/08/2025;22;1,038;0;;R
PRUEBA;22/08/2025;23;0,415;0;;R
PRUEBA;22/08/2025;24;0,404;0;;R
PRUEBA;23/08/2025;1;0,457;0;;R
PRUEBA;23/08/2025;2;0,391;0;;R
PRUEBA;23/08/2025;3;0,259;0;;R
PRUEBA;23/08/2025;4;0,263;0;;R
PRUEBA;23/08/2025;5;0,287;0;;R
PRUEBA;23/08/2025;6;0,247;0;;R
PRUEBA;23/08/2025;7;0,266;0;;R
PRUEBA;23/08/2025;8;0,29;0;;R
PRUEBA;23/08/2025;9;0,162;0;;R
PRUEBA;23/08/2025;10;0;0,031;;R
PRUEBA;23/08/2025;11;0;0,283;;R
PRUEBA;23/08/2025;12;0;0,502;;R
PRUEBA;23/08/2025;13;0;1,416;;R
PRUEBA;23/08/2025;14;0;1,755;;R
PRUEBA;23/08/2025;15;0;1,812;;R
PRUEBA;23/08/2025;16;0;1,743;;R
PRUEBA;23/08/2025;17;0;1,298;;R
PRUEBA;23/08/2025;18;0;0,995;;R
PRUEBA;23/08/2025;19;0;0,419;;R
PRUEBA;23/08/2025;20;0,097;0;;R
PRUEBA;23/08/2025;21;0,226;0;;R
PRUEBA;23/08/2025;22;0,377;0;;R
PRUEBA;23/08/2025;23;0,616;0;;R
PRUEBA;23/08/2025;24;0,729;0;;R
PRUEBA;24/08/2025;1;1,036;0;;R
PRUEBA;24/08/2025;2;0,381;0;;R
PRUEBA;24/08/2025;3;0,303;0;;R
PRUEBA;24/08/2025;4;0,255;0;;R
PRUEBA;24/08/2025;5;0,253;0;;R
PRUEBA;24/08/2025;6;0,283;0;;R
PRUEBA;24/08/2025;7;0,24;0;;R
PRUEBA;24/08/2025;8;0,278;0;;R
PRUEBA;24/08/2025;9;0,187;0;;R
PRUEBA;24/08/2025;10;0;0,058;;R
PRUEBA;24/08/2025;11;0;0,467;;R
PRUEBA;24/08/2025;12;0;1,035;;R
PRUEBA;24/08/2025;13;0;1,082;;R
PRUEBA;24/08/2025;14;0;1,717;;R
PRUEBA;24/08/2025;15;0;1,993;;R
PRUEBA;24/08/2025;16;0;0,704;;R
PRUEBA;24/08/2025;17;0;0,009;;R
PRUEBA;24/08/2025;18;0,75;0;;R
PRUEBA;24/08/2025;19;1,022;0;;R
PRUEBA;24/08/2025;20;0,8;0;;R
PRUEBA;24/08/2025;21;0,721;0;;R
PRUEBA;24/08/2025;22;0,582;0;;R
PRUEBA;24/08/2025;23;0,445;0;;R
PRUEBA;24/08/2025;24;0,509;0;;R
PRUEBA;25/08/2025;1;0,6;0;;R
PRUEBA;25/08/2025;2;0,336;0;;R
PRUEBA;25/08/2025;3;0,305;0;;R
PRUEBA;25/08/2025;4;0,292;0;;R
PRUEBA;25/08/2025;5;0,317;0;;R
PRUEBA;25/08/2025;6;0,272;0;;R
PRUEBA;25/08/2025;7;0,301;0;;R
PRUEBA;25/08/2025;8;0,303;0;;R
PRUEBA;25/08/2025;9;0,438;0;;R
PRUEBA;25/08/2025;10;0,098;0;;R
PRUEBA;25/08/2025;11;0;0,622;;R
PRUEBA;25/08/2025;12;0;0,405;;R
PRUEBA;25/08/2025;13;0;1,695;;R
PRUEBA;25/08/2025;14;0;1,917;;R
PRUEBA;25/08/2025;15;0;1,218;;R
PRUEBA;25/08/2025;16;0;1,414;;R
PRUEBA;25/08/2025;17;0;1,202;;R
PRUEBA;25/08/2025;18;0;0,451;;R
PRUEBA;25/08/2025;19;0;0,118;;R
PRUEBA;25/08/2025;20;0,175;0;;R
PRUEBA;25/08/2025;21;0,451;0;;R
PRUEBA;25/08/2025;22;0,282;0;;R
PRUEBA;25/08/2025;23;0,488;0;;R
PRUEBA;25/08/2025;24;0,596;0;;R
